CHEMBL1938219_act	CHEMBL1940371,CHEMBL1940543,CHEMBL1940544,CHEMBL1940525,CHEMBL1940528,CHEMBL1940533,CHEMBL1940526,CHEMBL1940540,CHEMBL1938418,CHEMBL1940538,CHEMBL1940369,CHEMBL1940530,CHEMBL1940355,CHEMBL1940366,CHEMBL1940535,CHEMBL1940367,CHEMBL1940363,CHEMBL1940370,CHEMBL1940541,CHEMBL1940368,CHEMBL1940531,CHEMBL1940537,CHEMBL1940527,CHEMBL1940536,CHEMBL1940539,CHEMBL1940372,CHEMBL1940545,CHEMBL1940542,CHEMBL1940364,CHEMBL1940360,CHEMBL1940365,CHEMBL1940534,CHEMBL1940532,CHEMBL1940359,CHEMBL1940354,CHEMBL1940362,CHEMBL1940529
CHEMBL1938219_inact	
CHEMBL3407312_act	CHEMBL1333704
CHEMBL3407312_inact	CHEMBL1324,CHEMBL3410732,CHEMBL3410747,CHEMBL2179992,CHEMBL641
CHEMBL3779760_act	CHEMBL4287317,CHEMBL4287332,CHEMBL4292396,CHEMBL4292430,CHEMBL4286314,CHEMBL4227237,CHEMBL4286728,CHEMBL4283417,CHEMBL4290028,CHEMBL3786952,CHEMBL4283926,CHEMBL4288414,CHEMBL4285770,CHEMBL4294755,CHEMBL4291030,CHEMBL4227526,CHEMBL4288025,CHEMBL4289631,CHEMBL4286275,CHEMBL4286185,CHEMBL4225515,CHEMBL4284987,CHEMBL4292175,CHEMBL4229271,CHEMBL4294777,CHEMBL4294747,CHEMBL4293028,CHEMBL4286133,CHEMBL4289127,CHEMBL4286705,CHEMBL4289921,CHEMBL4228087,CHEMBL4287561,CHEMBL4290366,CHEMBL4293636,CHEMBL4281159,CHEMBL4285443,CHEMBL4288406,CHEMBL4286418,CHEMBL4285921,CHEMBL4294417,CHEMBL4290020,CHEMBL4279214,CHEMBL4294250,CHEMBL4293936,CHEMBL4283146,CHEMBL4278662,CHEMBL4289695,CHEMBL4288145,CHEMBL4286674,CHEMBL4281254,CHEMBL4291702,CHEMBL4294432,CHEMBL4290069,CHEMBL4277565,CHEMBL4278863,CHEMBL4286983,CHEMBL4289480,CHEMBL4286353,CHEMBL4277960,CHEMBL3787669,CHEMBL4279284,CHEMBL4288884,CHEMBL4292883,CHEMBL4277381,CHEMBL4288034,CHEMBL4281922,CHEMBL4283409,CHEMBL4287778,CHEMBL4279372,CHEMBL4293359,CHEMBL4289252,CHEMBL4287296,CHEMBL4283306,CHEMBL4284869,CHEMBL4290631,CHEMBL4287712,CHEMBL4285977,CHEMBL4281270,CHEMBL4290800,CHEMBL4285698,CHEMBL3786803,CHEMBL4285840,CHEMBL4287989,CHEMBL4287794,CHEMBL4291852,CHEMBL3787664,CHEMBL4276861,CHEMBL4286299,CHEMBL4277370,CHEMBL4289929,CHEMBL4292111
CHEMBL3779760_inact	
CHEMBL5293_act	CHEMBL3656893,CHEMBL3769447,CHEMBL3770694,CHEMBL3656889,CHEMBL3770666,CHEMBL3770496,CHEMBL3771287,CHEMBL3769749,CHEMBL3770823,CHEMBL207197,CHEMBL3770323,CHEMBL3769892,CHEMBL3656886,CHEMBL3771371,CHEMBL3770407,CHEMBL3769654,CHEMBL1910951,CHEMBL3656903,CHEMBL3656892,CHEMBL3770165,CHEMBL3656890,CHEMBL3769439,CHEMBL3656902,CHEMBL3770378,CHEMBL3769530,CHEMBL3656897,CHEMBL3769822,CHEMBL3656887,CHEMBL3770990,CHEMBL1910941,CHEMBL3770331,CHEMBL236593,CHEMBL3770044,CHEMBL3656895,CHEMBL3771361,CHEMBL3770965,CHEMBL3771314,CHEMBL3769533,CHEMBL1910947,CHEMBL3656894,CHEMBL3770964,CHEMBL3769595,CHEMBL1910939,CHEMBL3769848,CHEMBL3656896,CHEMBL3770364,CHEMBL525571,CHEMBL3656905,CHEMBL3770508,CHEMBL3770204,CHEMBL3770927,CHEMBL3770217,CHEMBL3656888,CHEMBL3771271,CHEMBL3769598,CHEMBL3656899,CHEMBL3769667,CHEMBL3771052,CHEMBL3656891,CHEMBL3770433,CHEMBL3769931,CHEMBL1910937,CHEMBL1910953,CHEMBL3656904,CHEMBL1910936,CHEMBL3770167,CHEMBL3656898,CHEMBL1910940,CHEMBL1910949,CHEMBL3769428,CHEMBL3656901,CHEMBL3770392,CHEMBL3769424,CHEMBL3770696,CHEMBL3771103,CHEMBL1910952
CHEMBL5293_inact	CHEMBL1910943,CHEMBL1910946
CHEMBL5698_act	CHEMBL388978,CHEMBL450786,CHEMBL2425628,CHEMBL1287853,CHEMBL522892,CHEMBL191003,CHEMBL300138,CHEMBL1789941,CHEMBL428690,CHEMBL475251,CHEMBL502835,CHEMBL1908395,CHEMBL91829,CHEMBL607707,CHEMBL601719,CHEMBL1908397,CHEMBL572878,CHEMBL603469,CHEMBL296468,CHEMBL221959,CHEMBL494089,CHEMBL535,CHEMBL1241674,CHEMBL1721885,CHEMBL1240703,CHEMBL4284499,CHEMBL509032,CHEMBL180022,CHEMBL939,CHEMBL288441,CHEMBL1908394,CHEMBL1289926,CHEMBL379218,CHEMBL608533
CHEMBL5698_inact	
CHEMBL4295693_act	CHEMBL4238111,CHEMBL275938,CHEMBL4242254
CHEMBL4295693_inact	
CHEMBL1929_act	CHEMBL86021,CHEMBL3127125,CHEMBL4104607,CHEMBL164,CHEMBL2235107,CHEMBL4088768,CHEMBL2205506,CHEMBL3127136,CHEMBL3960045,CHEMBL3247868,CHEMBL563498,CHEMBL4071536,CHEMBL83530,CHEMBL3127122,CHEMBL3127132,CHEMBL84643,CHEMBL4095244,CHEMBL315625,CHEMBL4169719,CHEMBL2316141,CHEMBL4103606,CHEMBL4102185,CHEMBL4095772,CHEMBL4059975,CHEMBL4088866,CHEMBL3594380,CHEMBL2316145,CHEMBL2205496,CHEMBL3739657,CHEMBL3127124,CHEMBL4225876,CHEMBL4173951,CHEMBL379064,CHEMBL3127114,CHEMBL117,CHEMBL3247911,CHEMBL86056,CHEMBL3127127,CHEMBL4067588,CHEMBL4077922,CHEMBL3127117,CHEMBL4176562,CHEMBL4171160,CHEMBL1164729,CHEMBL3740128,CHEMBL3247912,CHEMBL3594382,CHEMBL4169770,CHEMBL3941517,CHEMBL4165945,CHEMBL3127138,CHEMBL50,CHEMBL37387,CHEMBL3594381,CHEMBL3127115,CHEMBL4170789,CHEMBL4163955,CHEMBL87562,CHEMBL3127126,CHEMBL4081758,CHEMBL3594383,CHEMBL2205501,CHEMBL2205497,CHEMBL3127116,CHEMBL2205505,CHEMBL2205507,CHEMBL1085430,CHEMBL3247910,CHEMBL4167393,CHEMBL4170515,CHEMBL4160564,CHEMBL859,CHEMBL4075359,CHEMBL3127119,CHEMBL3127134,CHEMBL3127141,CHEMBL3594379,CHEMBL151,CHEMBL4068428,CHEMBL312213,CHEMBL2205508,CHEMBL85381,CHEMBL4097483,CHEMBL3747521,CHEMBL311805,CHEMBL82957,CHEMBL4159062,CHEMBL4087143,CHEMBL4079261,CHEMBL2316142,CHEMBL4085672,CHEMBL3971115,CHEMBL3247913,CHEMBL3741999,CHEMBL75589,CHEMBL4087329,CHEMBL3127135,CHEMBL4159488,CHEMBL244743,CHEMBL4081884,CHEMBL4174606,CHEMBL4074787,CHEMBL84609,CHEMBL3127142,CHEMBL3600992,CHEMBL2316146,CHEMBL4162849,CHEMBL4070576,CHEMBL4089752,CHEMBL451090,CHEMBL82755,CHEMBL4101271,CHEMBL115452,CHEMBL3971355,CHEMBL4078844,CHEMBL301856,CHEMBL242739,CHEMBL3127128,CHEMBL3127121,CHEMBL3740246,CHEMBL4086701,CHEMBL3127123,CHEMBL4086235,CHEMBL4162507,CHEMBL4159866,CHEMBL3594384,CHEMBL3741073,CHEMBL2316158,CHEMBL28,CHEMBL4070104,CHEMBL85737,CHEMBL2205509,CHEMBL3247906,CHEMBL4068632,CHEMBL3127129,CHEMBL4075318,CHEMBL3127131,CHEMBL2205503,CHEMBL2205499,CHEMBL459842,CHEMBL4105303,CHEMBL4100922,CHEMBL3247908,CHEMBL503182,CHEMBL512212,CHEMBL3247907,CHEMBL4228510,CHEMBL4100064,CHEMBL3933132,CHEMBL2205495,CHEMBL4105184,CHEMBL3247909,CHEMBL4103522,CHEMBL3127137,CHEMBL4079447,CHEMBL459843,CHEMBL503708,CHEMBL31574,CHEMBL4076670,CHEMBL4102572,CHEMBL150,CHEMBL1467,CHEMBL309490,CHEMBL86311,CHEMBL3127120,CHEMBL315561,CHEMBL2205494,CHEMBL4084626,CHEMBL82703,CHEMBL3127130,CHEMBL2205502,CHEMBL2205498,CHEMBL4105259,CHEMBL8260,CHEMBL3902528,CHEMBL3127133,CHEMBL4088050,CHEMBL4173194,CHEMBL4067344
CHEMBL1929_inact	CHEMBL4226015,CHEMBL486027,CHEMBL3740328,CHEMBL1761219,CHEMBL4097526,CHEMBL4105229,CHEMBL4065724,CHEMBL1761215,CHEMBL4174593,CHEMBL276915,CHEMBL1761218,CHEMBL4224958,CHEMBL64616,CHEMBL4225870,CHEMBL513450,CHEMBL727,CHEMBL82268,CHEMBL92193,CHEMBL4225688,CHEMBL1761212,CHEMBL1761214,CHEMBL314647,CHEMBL4074420,CHEMBL4227343,CHEMBL82848,CHEMBL305113,CHEMBL4225751,CHEMBL508463,CHEMBL1761213,CHEMBL432733,CHEMBL4175403,CHEMBL4228390,CHEMBL4227733,CHEMBL1761209,CHEMBL84310,CHEMBL1761217,CHEMBL1761208,CHEMBL478458,CHEMBL4089370,CHEMBL1540944,CHEMBL3890430,CHEMBL388593,CHEMBL315735,CHEMBL4227524,CHEMBL4091776,CHEMBL487810,CHEMBL3740138,CHEMBL1887422,CHEMBL3740322,CHEMBL4168928,CHEMBL164921,CHEMBL161957,CHEMBL1761216,CHEMBL4081495,CHEMBL3740127,CHEMBL3740924,CHEMBL470950,CHEMBL516849,CHEMBL3740039,CHEMBL226335,CHEMBL242529,CHEMBL17291,CHEMBL83072,CHEMBL511791,CHEMBL314168,CHEMBL1761210,CHEMBL3740124,CHEMBL4229154,CHEMBL467247,CHEMBL500751,CHEMBL4080985,CHEMBL4226535,CHEMBL232615
CHEMBL3351213_act	CHEMBL1379586,CHEMBL3358419,CHEMBL1213603,CHEMBL3358417
CHEMBL3351213_inact	
CHEMBL3258_act	CHEMBL4171458,CHEMBL4160841,CHEMBL74395,CHEMBL4167692,CHEMBL332104,CHEMBL4161986,CHEMBL4163450,CHEMBL4159778,CHEMBL341331,CHEMBL4172643,CHEMBL4174897,CHEMBL4163140,CHEMBL4174152,CHEMBL421500,CHEMBL264002,CHEMBL4171058,CHEMBL340082,CHEMBL74755
CHEMBL3258_inact	CHEMBL4061292,CHEMBL4074495,CHEMBL3765025,CHEMBL3764493
CHEMBL2756_act	CHEMBL2178425,CHEMBL460829,CHEMBL387736,CHEMBL385124,CHEMBL220891,CHEMBL2178991,CHEMBL523765,CHEMBL40323,CHEMBL1939851,CHEMBL374119,CHEMBL2096867,CHEMBL1939857,CHEMBL474738,CHEMBL212068,CHEMBL220548,CHEMBL2178431,CHEMBL456107,CHEMBL389728,CHEMBL457212,CHEMBL220678,CHEMBL489085,CHEMBL374335,CHEMBL212069,CHEMBL474940,CHEMBL2178983,CHEMBL508959,CHEMBL375415,CHEMBL455989,CHEMBL472903,CHEMBL389940,CHEMBL2178993,CHEMBL220495,CHEMBL354639,CHEMBL459543,CHEMBL1939860,CHEMBL427094,CHEMBL385122,CHEMBL447043,CHEMBL2178990,CHEMBL509973,CHEMBL464597,CHEMBL17653,CHEMBL510210,CHEMBL2178985,CHEMBL220116,CHEMBL515237,CHEMBL441306,CHEMBL375932,CHEMBL460610,CHEMBL462097,CHEMBL514139,CHEMBL1794849,CHEMBL457031,CHEMBL221483,CHEMBL2178429,CHEMBL457422,CHEMBL474939,CHEMBL220265,CHEMBL515389,CHEMBL375807,CHEMBL220264,CHEMBL17981,CHEMBL472904,CHEMBL219679,CHEMBL460608,CHEMBL972,CHEMBL425113,CHEMBL2178989,CHEMBL416578,CHEMBL173436,CHEMBL444747,CHEMBL375007,CHEMBL224562,CHEMBL17562,CHEMBL2178427,CHEMBL459336,CHEMBL2178441,CHEMBL457235,CHEMBL65135,CHEMBL435310,CHEMBL224191,CHEMBL2178435,CHEMBL2178992,CHEMBL173596,CHEMBL2178434,CHEMBL425640,CHEMBL174289,CHEMBL211141,CHEMBL373645,CHEMBL222672,CHEMBL2178437,CHEMBL386941,CHEMBL221392,CHEMBL461245,CHEMBL2178433,CHEMBL503807,CHEMBL171809,CHEMBL375651,CHEMBL212501,CHEMBL222673,CHEMBL2178982,CHEMBL462054,CHEMBL460609,CHEMBL2178986,CHEMBL220832,CHEMBL217916,CHEMBL221333,CHEMBL2178432,CHEMBL2178428,CHEMBL2178440,CHEMBL225498,CHEMBL39537,CHEMBL222368,CHEMBL472902,CHEMBL2178438,CHEMBL461244,CHEMBL18101,CHEMBL462096,CHEMBL376404,CHEMBL2178988,CHEMBL223618,CHEMBL374237,CHEMBL2178980,CHEMBL2178987,CHEMBL464798,CHEMBL2178442,CHEMBL224061,CHEMBL225234,CHEMBL1939848,CHEMBL2178430,CHEMBL2096866,CHEMBL2178984,CHEMBL2178439,CHEMBL472716,CHEMBL489086,CHEMBL514151,CHEMBL218073,CHEMBL389501,CHEMBL385117,CHEMBL450824,CHEMBL2178426,CHEMBL212555,CHEMBL472918,CHEMBL213141,CHEMBL454487,CHEMBL412711,CHEMBL426708,CHEMBL2178981,CHEMBL464799,CHEMBL378988,CHEMBL2178436,CHEMBL447022,CHEMBL354285
CHEMBL2756_inact	CHEMBL375539,CHEMBL69728,CHEMBL375788,CHEMBL489084,CHEMBL358651,CHEMBL449889,CHEMBL3408928,CHEMBL170087,CHEMBL512732,CHEMBL287749,CHEMBL1939853,CHEMBL1939854,CHEMBL50,CHEMBL373648,CHEMBL3585814,CHEMBL353159,CHEMBL457030,CHEMBL3408925,CHEMBL170647,CHEMBL472713,CHEMBL266769,CHEMBL221171,CHEMBL473309,CHEMBL508175,CHEMBL24172,CHEMBL3408922,CHEMBL18390,CHEMBL18334,CHEMBL3585818,CHEMBL3408924,CHEMBL3415439,CHEMBL505492,CHEMBL515250,CHEMBL3408927,CHEMBL8706,CHEMBL472712,CHEMBL460599,CHEMBL120154,CHEMBL279544,CHEMBL1939856,CHEMBL17643,CHEMBL3585817,CHEMBL159,CHEMBL460828,CHEMBL3585822,CHEMBL514297,CHEMBL220677
CHEMBL5064_act	CHEMBL3335605,CHEMBL34259,CHEMBL365307,CHEMBL4218109,CHEMBL3628347,CHEMBL3628344,CHEMBL4213181,CHEMBL3628345,CHEMBL225072,CHEMBL1834488,CHEMBL4205344,CHEMBL4214638,CHEMBL3335604,CHEMBL3628346,CHEMBL225071
CHEMBL5064_inact	
CHEMBL2474_act	CHEMBL168757,CHEMBL2392891,CHEMBL4061080,CHEMBL2375627,CHEMBL2392898,CHEMBL2392911,CHEMBL2392923,CHEMBL2392929,CHEMBL1738933,CHEMBL171142,CHEMBL2392894,CHEMBL2392904,CHEMBL49678,CHEMBL2392771,CHEMBL257930,CHEMBL2392918,CHEMBL2375609,CHEMBL1738934,CHEMBL2375626,CHEMBL2392900,CHEMBL2392920,CHEMBL2390976,CHEMBL2375617,CHEMBL169461,CHEMBL2375618,CHEMBL270142,CHEMBL2392897,CHEMBL165636,CHEMBL2392914,CHEMBL3337748,CHEMBL2392907,CHEMBL460432,CHEMBL270813,CHEMBL2392921,CHEMBL2392928,CHEMBL4078211,CHEMBL2375619,CHEMBL169958,CHEMBL327579,CHEMBL2392764,CHEMBL2375615,CHEMBL2392926,CHEMBL402183,CHEMBL168267,CHEMBL3337742,CHEMBL2392769,CHEMBL2392906,CHEMBL2392916,CHEMBL2392934,CHEMBL258080,CHEMBL171731,CHEMBL2375628,CHEMBL89671,CHEMBL2375614,CHEMBL2392931,CHEMBL355427,CHEMBL404480,CHEMBL45721,CHEMBL2392905,CHEMBL2392935,CHEMBL167482,CHEMBL2375607,CHEMBL2375623,CHEMBL2392930,CHEMBL2375629,CHEMBL270596,CHEMBL2375610,CHEMBL2392899,CHEMBL2392925,CHEMBL2392892,CHEMBL170733,CHEMBL2392895,CHEMBL243303,CHEMBL270356,CHEMBL39879,CHEMBL2392902,CHEMBL2392932,CHEMBL2375608,CHEMBL2392924,CHEMBL255586,CHEMBL2392915,CHEMBL4079583,CHEMBL2375616,CHEMBL2392903,CHEMBL2392927,CHEMBL2392908,CHEMBL2392917,CHEMBL2375625,CHEMBL2392933,CHEMBL2375624,CHEMBL434491,CHEMBL2375613,CHEMBL3414950,CHEMBL2375620,CHEMBL2392909,CHEMBL2392912,CHEMBL166955,CHEMBL171479,CHEMBL2375621,CHEMBL2375612,CHEMBL2392913,CHEMBL2375611,CHEMBL2392893,CHEMBL255143,CHEMBL2392922,CHEMBL1673064,CHEMBL2392896,CHEMBL2392766,CHEMBL271696,CHEMBL193610,CHEMBL2375622,CHEMBL352943,CHEMBL2392772,CHEMBL256279,CHEMBL472879,CHEMBL3337749,CHEMBL2392770,CHEMBL2181034,CHEMBL441227,CHEMBL2392910,CHEMBL2392919,CHEMBL539894,CHEMBL2181035
CHEMBL2474_inact	CHEMBL72683,CHEMBL170222,CHEMBL625,CHEMBL199806,CHEMBL1329554,CHEMBL169423,CHEMBL203476,CHEMBL3337737,CHEMBL354202,CHEMBL166381,CHEMBL199448,CHEMBL370581,CHEMBL1673077,CHEMBL169681,CHEMBL377198,CHEMBL3337738,CHEMBL354728,CHEMBL168390,CHEMBL402646,CHEMBL354522,CHEMBL172217,CHEMBL201143,CHEMBL3337743,CHEMBL199982,CHEMBL171084,CHEMBL171029,CHEMBL169039,CHEMBL164506,CHEMBL172388,CHEMBL372564,CHEMBL172291,CHEMBL371544,CHEMBL353100,CHEMBL169341,CHEMBL352764,CHEMBL167633,CHEMBL355657,CHEMBL352844,CHEMBL371481,CHEMBL370771,CHEMBL171661,CHEMBL3337638,CHEMBL370580,CHEMBL169810,CHEMBL353506,CHEMBL1171506,CHEMBL199461,CHEMBL186008,CHEMBL352369,CHEMBL440746,CHEMBL171591,CHEMBL1169657,CHEMBL167833,CHEMBL3337736,CHEMBL171107,CHEMBL1170610,CHEMBL352049,CHEMBL371956,CHEMBL168268,CHEMBL166127,CHEMBL257286,CHEMBL380979,CHEMBL2392901,CHEMBL353170
CHEMBL1275221_act	CHEMBL3961701,CHEMBL3589912,CHEMBL3589029,CHEMBL4092107,CHEMBL3589028,CHEMBL3924501,CHEMBL3911620,CHEMBL4060061,CHEMBL3925764,CHEMBL3589031,CHEMBL4071435,CHEMBL3955728,CHEMBL3943629,CHEMBL3972730,CHEMBL3915667,CHEMBL3590417,CHEMBL3981736,CHEMBL3780701,CHEMBL3589034,CHEMBL3589038,CHEMBL4094513,CHEMBL3961070,CHEMBL3948358,CHEMBL3970878,CHEMBL3956007,CHEMBL3589036,CHEMBL3892699,CHEMBL4068717,CHEMBL4089823,CHEMBL3589027,CHEMBL3952189,CHEMBL3964631,CHEMBL3924657,CHEMBL4078448,CHEMBL3936550,CHEMBL3589042,CHEMBL3957029,CHEMBL3589032,CHEMBL3939593,CHEMBL3969797,CHEMBL3906680,CHEMBL3897536,CHEMBL3925616,CHEMBL4081966,CHEMBL3910681,CHEMBL4096482,CHEMBL3901808,CHEMBL3984626,CHEMBL3952337,CHEMBL3930600,CHEMBL3589040,CHEMBL3928539,CHEMBL3938938,CHEMBL3901652,CHEMBL3960002,CHEMBL3589039,CHEMBL3589035,CHEMBL3589033,CHEMBL3902609,CHEMBL3589026,CHEMBL3589913,CHEMBL4084352,CHEMBL3890919,CHEMBL3889478,CHEMBL4071312,CHEMBL3929454,CHEMBL3898612,CHEMBL3589041,CHEMBL4062667,CHEMBL3780926,CHEMBL3986367,CHEMBL3589043,CHEMBL4098465,CHEMBL3589030,CHEMBL4097560,CHEMBL3780444,CHEMBL4099850,CHEMBL3983725,CHEMBL3907621,CHEMBL3589037
CHEMBL1275221_inact	CHEMBL3780979,CHEMBL3780615,CHEMBL3781682,CHEMBL3781266,CHEMBL437,CHEMBL3220559,CHEMBL3220555,CHEMBL3779956,CHEMBL3220560,CHEMBL3781201,CHEMBL3402235,CHEMBL3781603,CHEMBL3763993,CHEMBL1092740,CHEMBL3781043,CHEMBL3220556,CHEMBL3780738,CHEMBL3220554,CHEMBL3220557,CHEMBL3781561
CHEMBL5586_act	CHEMBL4081954,CHEMBL117,CHEMBL603058,CHEMBL589095,CHEMBL590508,CHEMBL4089817,CHEMBL131921,CHEMBL414883,CHEMBL849,CHEMBL97453,CHEMBL453375
CHEMBL5586_inact	
CHEMBL5211_act	CHEMBL22106,CHEMBL418742,CHEMBL423835,CHEMBL306787,CHEMBL20953,CHEMBL70191,CHEMBL1269619,CHEMBL1269706,CHEMBL1269705,CHEMBL84750,CHEMBL314588,CHEMBL3629175,CHEMBL3629177,CHEMBL3629176,CHEMBL1269508,CHEMBL93,CHEMBL315587,CHEMBL1269621,CHEMBL440461,CHEMBL304818,CHEMBL69450,CHEMBL21651,CHEMBL1269727,CHEMBL20599,CHEMBL284742,CHEMBL21242,CHEMBL86153,CHEMBL315053,CHEMBL304320,CHEMBL88104,CHEMBL70054,CHEMBL71775,CHEMBL442334,CHEMBL1269704,CHEMBL1269649,CHEMBL86023,CHEMBL1269622,CHEMBL277035,CHEMBL1269650,CHEMBL1269907,CHEMBL1269648,CHEMBL87417,CHEMBL283559,CHEMBL83188,CHEMBL1269620,CHEMBL85649,CHEMBL21987,CHEMBL302537,CHEMBL71552,CHEMBL52,CHEMBL21880,CHEMBL1242095
CHEMBL5211_inact	CHEMBL1269906
CHEMBL1163129_act	CHEMBL1789941,CHEMBL509032,CHEMBL502835,CHEMBL475251,CHEMBL1421,CHEMBL388978,CHEMBL603469,CHEMBL553,CHEMBL1287853,CHEMBL1908395,CHEMBL939,CHEMBL522892,CHEMBL535,CHEMBL1173655,CHEMBL1721885,CHEMBL601719,CHEMBL1908397
CHEMBL1163129_inact	
